CustomerID,Quantity,InvoiceNo,TotalPurchase
12435.0,2055,36,7829.890000000001
12436.0,211,16,509.01000000000005
12437.0,2918,201,4896.66
12438.0,1180,98,2906.8500000000004
12441.0,121,11,173.55
12442.0,182,12,172.06
12444.0,1155,177,5005.46
12445.0,62,4,133.4
12446.0,352,58,1002.3100000000001
12447.0,190,26,476.49
12448.0,243,22,449.4500000000001
12449.0,1553,191,4067.2900000000004
12450.0,128,8,197.88
12451.0,6455,355,8933.52
12452.0,183,23,428.57
12453.0,473,43,707.0899999999999
12454.0,0,30,-5.684341886080802e-14
12455.0,2089,90,2466.8599999999997
12456.0,1616,129,3153.89
12457.0,695,68,1917.78
12458.0,506,38,947.4
12461.0,287,35,826.88
12462.0,514,72,1124.0099999999998
12463.0,757,88,1303.63
12464.0,112,29,1212.05
12465.0,475,51,733.89
12468.0,364,40,724.04
12471.0,7965,531,18740.92
12472.0,4020,391,6229.48
12473.0,2363,179,2848.2299999999996
12474.0,4764,457,7116.469999999999
12475.0,535,36,723.3799999999999
12476.0,2337,264,6546.58
12477.0,3620,308,13117.01
12478.0,236,36,680.9900000000001
12479.0,351,35,477.29999999999995
12480.0,1707,154,3281.6299999999997
12481.0,3290,218,5590.860000000001
12483.0,1097,81,2327.13
12484.0,2185,350,4495.27
12488.0,529,55,1298.6600000000003
12489.0,105,15,334.92999999999995
12490.0,3064,245,5417.93
12491.0,260,26,460.40000000000003
12492.0,192,20,263.21
12493.0,206,23,416.79
12494.0,690,84,1139.35
12497.0,1236,14,1043.1
12498.0,159,23,403.7
12500.0,2671,65,4206.27
12501.0,1722,160,2089.68
12502.0,820,147,3723.87
12503.0,-1,1,-1126.0
12504.0,51,15,114.00000000000003
12505.0,-1,1,-4.5
12506.0,23,23,73.50000000000001
12507.0,894,23,1258.06
12508.0,272,69,398.27
12509.0,55,7,176.5
12510.0,353,33,982.5699999999999
12512.0,99,34,138.03
12513.0,456,36,586.7900000000001
12514.0,440,51,1017.6800000000001
12515.0,131,16,383.70000000000005
12516.0,875,26,1312.06
12517.0,1348,286,2464.8900000000003
12518.0,1318,124,2056.89
12519.0,183,18,340.84000000000003
12520.0,1430,155,2582.51
12521.0,309,38,599.68
12522.0,194,12,192.72000000000003
12523.0,861,110,1745.5699999999997
12524.0,3699,144,4485.719999999999
12526.0,632,71,1316.6600000000003
12527.0,234,18,348.71000000000004
12528.0,750,95,1922.28
12530.0,900,68,1623.6300000000003
12531.0,45,17,125.22
12532.0,153,16,349.83000000000004
12534.0,651,63,1089.18
12535.0,219,34,716.35
12536.0,2652,273,4106.82
12538.0,191,21,363.95
12539.0,2066,274,3852.5
12540.0,6677,481,13309.039999999999
12541.0,680,52,981.1800000000002
12544.0,132,20,355.70000000000005
12545.0,523,50,1000.39
12546.0,617,70,1141.5
12547.0,134,8,207.8
12548.0,49,5,95.19999999999999
12550.0,569,57,964.83
12551.0,100,10,168.0
12552.0,88,20,437.82
12553.0,1924,196,3652.25
12556.0,358,121,603.7099999999999
12557.0,4384,33,11990.96
12558.0,0,22,2.6645352591003757e-14
12559.0,281,22,536.2099999999999
12560.0,1078,111,2101.3900000000003
12561.0,177,16,238.85
12562.0,1779,168,3781.74
12564.0,133,21,456.90000000000003
12565.0,75,10,131.17000000000002
12566.0,264,20,346.7
12567.0,4089,463,9114.94
12569.0,1793,191,4064.99
12571.0,523,34,519.61
12572.0,450,62,1004.7199999999999
12573.0,84,28,160.54
12574.0,61,11,218.45000000000002
12576.0,964,89,1306.98
12577.0,466,148,595.4
12578.0,1171,120,2753.36
12579.0,278,31,410.71999999999997
12580.0,238,24,415.70000000000005
12581.0,161,15,197.70999999999998
12582.0,300,22,511.3599999999999
12583.0,5009,251,7187.34
12584.0,354,126,1893.9500000000003
12585.0,1258,97,1982.81
12586.0,77,12,179.94
12587.0,51,4,144.0
12588.0,53,10,214.89999999999998
12589.0,306,35,646.6800000000001
12590.0,4279,70,9861.38
12591.0,228,26,452.84999999999997
12592.0,290,18,437.6
12593.0,206,21,418.0999999999999
12594.0,1776,119,3320.2200000000003
12596.0,474,27,618.27
12597.0,2187,214,3683.13
12598.0,1940,133,3002.6800000000003
12599.0,956,62,1032.5800000000004
12600.0,773,65,2581.04
12601.0,244,29,569.5600000000001
12602.0,162,12,153.12
12603.0,64,3,739.1999999999999
12604.0,201,16,254.17999999999998
12605.0,-4,3,-7.5
12607.0,0,202,0.0
12609.0,648,60,1126.8500000000001
12610.0,1028,111,2057.9900000000002
12611.0,846,65,1193.32
12612.0,251,21,643.59
12613.0,1596,163,3218.98
12614.0,76,20,315.59999999999997
12615.0,1376,105,2291.1899999999996
12616.0,273,36,657.2499999999999
12617.0,213,42,355.53000000000003
12618.0,96,11,177.31
12619.0,3354,95,3214.8100000000004
12620.0,1181,92,1339.41
12621.0,7404,474,13612.07
12622.0,69,11,180.09999999999997
12623.0,191,18,305.1
12624.0,355,38,641.13
12625.0,1577,91,2614.32
12626.0,3350,307,6388.35
12627.0,2752,230,4478.530000000001
12628.0,445,43,769.61
12630.0,548,64,1270.88
12631.0,236,31,640.5
12633.0,1149,103,2140.63
12635.0,1172,101,1689.1800000000003
12637.0,2990,394,5953.25
12638.0,577,39,671.69
12639.0,201,22,486.1
12640.0,311,53,1174.58
12641.0,72,10,185.9
12642.0,552,47,1013.26
12643.0,1808,24,3344.6399999999994
12644.0,325,31,477.90999999999997
12645.0,1072,74,1755.38
12646.0,897,45,1346.97
12647.0,1420,128,3669.92
12648.0,160,21,318.04999999999995
12649.0,574,33,603.71
12650.0,254,20,314.44
12651.0,78,9,114.0
12652.0,502,51,914.53
12653.0,919,43,2209.85
12654.0,264,38,601.9799999999999
12656.0,1708,130,3982.7200000000003
12657.0,654,56,1152.06
12658.0,320,36,686.05
12659.0,105,5,91.68
12660.0,127,13,245.10000000000002
12662.0,2040,232,3817.08
12664.0,1202,38,4863.88
12665.0,36,4,61.75
12666.0,-56,2,-227.44
12667.0,395,33,620.1300000000001
12668.0,1595,168,3743.1800000000003
12669.0,1114,102,1607.73
12670.0,1391,94,2986.1499999999996
12672.0,78,10,225.9
12673.0,351,42,610.52
12674.0,1102,91,1919.3099999999997
12676.0,670,45,1331.39
12678.0,10899,167,17588.26
12679.0,530,56,1058.67
12680.0,443,52,862.8100000000002
12681.0,7518,646,13677.59
12682.0,5575,525,12288.220000000001
12683.0,4903,362,8221.09
12684.0,1985,105,2283.63
12685.0,1523,157,2863.08
12686.0,107,7,89.14
12688.0,3028,171,4873.8099999999995
12689.0,628,72,1247.61
12690.0,106,16,389.01
12691.0,394,32,1035.8
12693.0,250,41,830.9599999999999
12694.0,509,37,869.67
12695.0,220,27,582.1
12697.0,499,43,939.02
12700.0,2963,270,4867.99
12701.0,678,53,797.71
12702.0,53,12,219.0
12703.0,161,22,274.7
12704.0,1003,90,2220.8399999999997
12705.0,3973,348,6814.24
12707.0,256,33,603.42
12708.0,1270,174,2616.3199999999997
12709.0,3832,257,9294.1
12710.0,849,79,1130.5700000000002
12712.0,1044,142,4241.629999999999
12713.0,508,38,848.5500000000001
12714.0,3069,259,4708.860000000001
12715.0,197,21,353.85999999999996
12716.0,708,69,1053.4900000000002
12717.0,505,56,980.98
12718.0,203,19,238.25
12719.0,361,42,608.1
12720.0,4654,359,5713.28
12721.0,1954,164,2628.9799999999996
12722.0,560,57,904.3299999999999
12723.0,434,69,725.07
12724.0,445,53,1031.4099999999999
12725.0,164,24,427.8
12726.0,3143,124,2609.1
12727.0,2085,141,3947.7000000000007
12728.0,419,46,836.3299999999999
12729.0,233,26,453.01000000000005
12731.0,8366,277,18793.41
12732.0,111,12,236.26000000000005
12733.0,137,22,383.95000000000005
12734.0,88,4,110.39999999999999
12735.0,368,43,779.57
12736.0,173,4,234.00000000000003
12738.0,148,11,155.35
12739.0,486,38,1013.0400000000001
12740.0,342,27,427.59999999999997
12743.0,319,134,546.4300000000001
12744.0,5234,229,9120.39
12747.0,1275,103,4196.009999999999
12748.0,24210,4642,29072.1
12749.0,1422,231,3868.2000000000007
12750.0,137,15,275.88
12752.0,2262,53,4366.780000000001
12753.0,11250,230,21024.01
12754.0,6479,65,2949.12
12755.0,866,6,2203.1999999999994
12756.0,144,4,112.08000000000001
12757.0,2385,377,4227.7
12758.0,2135,97,2791.59
12759.0,902,95,1531.4400000000003
12762.0,1227,69,1898.5200000000004
12763.0,316,18,494.08000000000004
12764.0,386,45,1693.88
12766.0,3646,310,6989.63
12769.0,356,32,1143.6
12770.0,743,12,1351.4499999999998
12772.0,556,55,892.4700000000001
12775.0,853,67,1351.2400000000002
12778.0,824,51,804.23
12779.0,1996,159,3868.7
12781.0,592,30,707.7200000000001
12782.0,1070,107,2273.32
12783.0,622,86,1603.87
12784.0,300,59,574.4200000000001
12785.0,128,15,305.71
12787.0,261,20,463.65999999999997
12789.0,4,4,91.85000000000001
12790.0,166,21,324.9200000000001
12791.0,97,2,192.60000000000002
12792.0,217,25,400.53999999999996
12793.0,295,24,545.48
12794.0,592,45,860.41
12795.0,68,14,430.48
12797.0,79,17,194.18
12798.0,5256,8,6977.04
12802.0,302,26,412.58
12808.0,188,28,483.65000000000003
12809.0,219,26,484.36
12811.0,230,31,514.8499999999999
12812.0,164,15,229.64
12814.0,49,2,125.92
12815.0,379,47,1063.46
12816.0,128,29,572.2
12817.0,53,4,166.04
12818.0,923,16,1517.88
12820.0,722,59,942.34
12821.0,70,6,92.72
12822.0,548,47,918.9800000000001
12823.0,230,5,1759.5
12824.0,232,25,397.11999999999995
12826.0,1054,94,1468.1200000000001
12827.0,197,25,430.15
12828.0,494,56,1018.71
12829.0,375,12,253.05
12830.0,9847,39,6748.400000000001
12831.0,135,9,215.05
12832.0,195,27,383.03000000000003
12833.0,156,24,417.38
12834.0,110,18,312.38
12836.0,1064,175,2612.8599999999997
12837.0,24,12,134.1
12838.0,359,123,683.13
12839.0,3804,316,5583.62
12840.0,1505,116,2714.2700000000004
12841.0,2683,439,3876.3999999999996
12842.0,547,34,1118.99
12843.0,753,108,1680.7600000000002
12844.0,125,52,325.96
12845.0,204,27,354.09
12847.0,909,91,871.5399999999998
12849.0,623,51,1050.8899999999999
12851.0,109,50,135.18
12852.0,145,20,299.75000000000006
12853.0,782,84,1881.7
12854.0,622,115,1289.1500000000003
12855.0,30,3,38.1
12856.0,1076,317,2162.68
12857.0,343,46,1106.4
12863.0,186,6,504.20000000000005
12864.0,216,3,147.12
12865.0,877,96,1548.07
12866.0,171,26,559.12
12867.0,4274,551,3986.2200000000003
12868.0,928,107,1607.0600000000002
12870.0,-2,2,-14.899999999999999
12871.0,200,11,380.64000000000004
12872.0,319,66,599.9700000000001
12873.0,128,4,374.0
12875.0,2019,2,343.2300000000001
12876.0,1941,85,2218.020000000001
12877.0,1178,154,1535.7700000000002
12878.0,536,49,841.64
12879.0,363,12,552.57
12881.0,21,7,298.0
12882.0,246,13,1463.0399999999997
12883.0,196,42,703.47
12884.0,43,7,309.05000000000007
12885.0,654,72,1158.27
12886.0,761,86,1351.09
12888.0,68,7,313.77
12890.0,259,82,380.47
12891.0,950,3,331.0
12893.0,96,34,188.14000000000001
12895.0,204,24,347.3
12897.0,110,4,216.5
12901.0,20915,125,16293.1
12902.0,66,10,138.67999999999998
12904.0,302,72,509.58
12906.0,1749,63,2919.81
12908.0,0,4,246.0
12909.0,1270,96,2128.83
12910.0,1692,75,3075.0400000000004
12912.0,670,24,1662.3
12913.0,1419,50,2483.6299999999997
12915.0,93,22,363.65
12916.0,1111,109,2982.3499999999995
12917.0,120,2,594.0
12919.0,668,52,1301.44
12920.0,129,28,164.23000000000002
12921.0,9454,741,16389.74
12922.0,370,28,405.38
12923.0,69,29,176.97
12924.0,480,31,929.9500000000002
12925.0,541,45,694.05
12928.0,1472,84,2062.7
12929.0,36,9,105.1
12930.0,250,27,409.9
12931.0,23377,102,33462.81
12933.0,498,107,606.28
12935.0,1852,130,2156.45
12936.0,539,63,1012.9000000000001
12937.0,1007,120,1504.2700000000002
12938.0,140,9,114.13999999999999
12939.0,4876,47,11581.800000000001
12940.0,406,103,876.29
12942.0,203,75,683.9000000000001
12943.0,-1,1,-3.75
12944.0,289,30,604.5099999999999
12945.0,165,23,462.95000000000005
12947.0,1157,103,1407.2900000000002
12948.0,1077,118,2053.7
12949.0,2363,219,4143.0199999999995
12950.0,1380,23,1843.0
12951.0,500,65,1042.07
12952.0,652,80,1382.8400000000001
12953.0,84,17,329.85
12955.0,3642,183,4734.26
12956.0,34,19,108.07
12957.0,2531,244,3979.04
12962.0,129,16,266.39
12963.0,873,96,1841.0300000000002
12965.0,283,109,771.91
12966.0,75,10,160.18
12967.0,243,33,1194.75
12968.0,73,5,135.95
12970.0,310,151,452.24000000000007
12971.0,9203,308,10930.259999999998
12974.0,24,8,144.8
12976.0,561,22,738.6
12977.0,12,9,39.24
12980.0,864,24,7092.060000000001
12981.0,242,20,372.2199999999999
12982.0,278,34,377.20000000000005
12984.0,26,4,97.5
12985.0,1413,78,1215.6200000000001
12987.0,217,30,545.0
12988.0,136,92,535.3200000000002
12989.0,2915,68,6854.51
12990.0,200,13,409.5000000000001
12991.0,405,31,503.76000000000005
12993.0,240,27,414.75999999999993
12994.0,440,73,902.2199999999999
12995.0,98,5,200.72
12997.0,648,67,1197.94
12999.0,342,28,455.88
13000.0,379,31,534.8500000000001
13001.0,5497,342,9797.92
13002.0,73,7,120.94999999999999
13003.0,103,6,149.05
13004.0,4796,409,5613.43
13005.0,167,29,468.95000000000005
13006.0,55,4,81.57
13008.0,115,15,178.47
13011.0,13,3,50.550000000000004
13012.0,671,107,1311.6200000000003
13013.0,2217,222,4786.99
13014.0,886,124,3365.4300000000003
13015.0,1617,176,3346.2799999999997
13016.0,527,47,789.8899999999999
13017.0,48,1,204.0
13018.0,5434,459,7272.75
13021.0,1336,134,2584.4
13023.0,286,40,689.9000000000001
13026.0,1586,43,936.1500000000001
13027.0,17280,26,6912.0
13028.0,796,47,659.6800000000001
13029.0,134,10,1247.5
13030.0,394,99,799.4800000000001
13032.0,367,75,996.5200000000002
13033.0,83,11,190.54999999999998
13034.0,369,37,642.7700000000001
13035.0,627,30,886.6299999999999
13037.0,431,48,881.07
13038.0,360,28,908.46
13040.0,355,43,676.99
13043.0,251,14,471.57000000000005
13044.0,429,33,560.47
13045.0,221,18,305.28
13046.0,264,35,629.31
13047.0,1355,196,3079.1
13048.0,1230,137,1805.9099999999999
13049.0,268,14,656.6800000000002
13050.0,3707,422,5684.61
13052.0,222,18,348.15000000000003
13055.0,891,78,1201.96
13058.0,52,8,271.4
13059.0,35,8,183.4
13060.0,123,15,307.53000000000003
13061.0,107,10,248.61
13062.0,343,11,346.98
13064.0,516,69,1119.4900000000002
13065.0,74,14,205.85999999999999
13066.0,320,49,430.9
13067.0,32,15,115.46000000000001
13068.0,200,2,344.0
13069.0,5466,470,3717.82
13070.0,110,9,228.8
13072.0,69,7,177.14999999999998
13075.0,485,22,919.6100000000001
13077.0,863,112,729.2700000000001
13078.0,5557,380,12432.28
13079.0,62,6,220.09999999999997
13080.0,120,6,58.08
13081.0,19021,1061,27964.48
13082.0,4313,75,3595.48
13083.0,187,18,303.75
13085.0,108,29,272.38
13089.0,30787,1857,57385.88
13090.0,2194,161,8689.39
13091.0,450,24,319.82
13092.0,271,26,459.83000000000004
13093.0,3943,170,7741.47
13094.0,1542,30,1708.8600000000001
13095.0,144,6,74.4
13097.0,2341,437,5893.32
13098.0,15911,605,28658.879999999997
13099.0,288,1,207.35999999999999
13101.0,113,8,101.19
13102.0,4160,310,6336.29
13103.0,82,8,243.94
13104.0,504,20,1098.48
13106.0,14,2,59.5
13107.0,1288,60,1524.0700000000004
13108.0,298,10,350.05999999999995
13109.0,514,50,766.84
13110.0,384,146,1452.8700000000001
13113.0,2594,280,10510.0
13115.0,1534,132,2205.63
13116.0,290,31,485.19
13117.0,945,76,984.9100000000001
13118.0,389,82,1125.0
13120.0,12,1,30.599999999999998
13121.0,227,53,254.72999999999996
13122.0,585,55,922.39
13124.0,2147,235,3866.33
13126.0,2130,142,2056.29
13127.0,127,15,259.16999999999996
13130.0,32,2,64.0
13131.0,443,46,1039.3000000000002
13132.0,20,3,77.3
13133.0,32,7,109.80000000000001
13134.0,1044,105,1740.63
13135.0,4300,1,3096.0
13136.0,1312,139,2545.38
13137.0,2225,705,3605.08
13138.0,473,63,962.39
13139.0,2418,174,5055.790000000001
13140.0,186,46,423.72
13141.0,1547,136,2385.8
13142.0,258,23,307.0899999999999
13144.0,21,3,110.94999999999999
13145.0,142,7,614.77
13146.0,154,17,228.91
13147.0,144,4,712.8000000000001
13148.0,1828,347,3348.4800000000005
13149.0,1280,86,1676.0600000000002
13151.0,361,75,1250.3700000000003
13153.0,418,15,486.22
13154.0,-1,1,-611.86
13155.0,497,85,971.7600000000002
13157.0,1430,89,1721.57
13158.0,784,79,1201.06
13159.0,1045,122,1379.75
13160.0,56,4,91.8
13161.0,29,8,112.75
13162.0,1663,82,1644.9899999999998
13165.0,1376,42,1021.48
13166.0,214,42,414.70000000000005
13167.0,785,65,791.3299999999999
13168.0,680,133,1310.14
13169.0,272,13,712.88
13170.0,147,32,116.00999999999999
13171.0,227,48,426.80999999999995
13173.0,277,43,353.65000000000003
13174.0,1395,314,2817.0299999999997
13176.0,453,72,492.84000000000003
13177.0,91,17,282.45
13178.0,3570,265,5725.469999999999
13182.0,201,11,121.18
13183.0,2208,94,3957.7800000000007
13184.0,1662,183,1648.79
13185.0,12,1,71.4
13186.0,804,84,1539.69
13187.0,95,37,236.01999999999998
13188.0,25,2,114.60000000000001
13189.0,842,29,260.67999999999995
13192.0,595,63,911.9400000000002
13193.0,50,29,117.88000000000001
13194.0,26,3,60.7
13196.0,1224,110,1797.78
13198.0,2645,229,3384.09
13199.0,6172,120,9803.96
13200.0,516,46,870.0900000000001
13203.0,800,57,869.4599999999999
13207.0,130,8,250.26000000000002
13208.0,786,150,1205.9
13209.0,4232,329,5820.16
13210.0,316,22,353.48
13211.0,874,56,1197.42
13212.0,309,143,780.5799999999999
13213.0,1357,92,1518.43
13216.0,297,5,333.74
13217.0,114,7,133.62000000000003
13218.0,88,5,62.64
13220.0,196,21,819.29
13221.0,244,66,847.4100000000001
13223.0,88,5,163.20000000000002
13224.0,1512,109,2150.8499999999995
13225.0,3352,34,6083.04
13226.0,80,16,108.21
13227.0,99,9,257.7
13228.0,200,2,358.0
13229.0,63,10,160.95
13230.0,1544,612,2763.41
13232.0,778,207,1357.6000000000001
13233.0,1004,43,605.1199999999999
13235.0,440,59,101.17000000000019
13236.0,411,39,727.2700000000001
13238.0,296,32,680.8299999999999
13239.0,363,22,329.56
13240.0,298,67,663.6500000000001
13242.0,130,13,270.40000000000003
13243.0,233,58,600.0700000000002
13244.0,38,27,121.74
13245.0,125,16,430.5
13246.0,1552,143,1922.1
13247.0,328,25,501.11999999999995
13248.0,305,26,465.67999999999995
13249.0,546,23,711.41
13253.0,1572,36,1030.3999999999999
13255.0,174,14,390.65999999999997
13256.0,12540,1,0.0
13258.0,287,38,698.5799999999999
13259.0,132,87,292.31999999999994
13260.0,142,8,557.62
13261.0,210,9,944.1
13262.0,125,11,200.29
13263.0,4780,1677,7454.07
13265.0,1752,91,2107.6600000000003
13266.0,4299,202,3717.67
13267.0,1939,224,4404.4400000000005
13268.0,3635,447,3167.6400000000003
13269.0,3509,320,5315.92
13270.0,200,1,590.0
13271.0,181,101,178.25999999999996
13272.0,96,15,276.56000000000006
13273.0,153,16,138.98
13276.0,161,30,590.93
13277.0,176,8,258.4
13278.0,537,46,542.73
13279.0,70,11,126.3
13280.0,522,85,814.86
13282.0,289,40,1047.8400000000001
13283.0,90,7,93.66
13284.0,79,14,196.15
13285.0,2051,187,2709.1200000000003
13291.0,233,42,361.11
13292.0,347,31,578.9399999999999
13294.0,453,54,873.74
13295.0,81,11,197.95
13296.0,78,5,87.4
13297.0,963,59,2089.85
13298.0,96,2,360.0
13299.0,30,5,142.5
13300.0,201,22,365.29
13301.0,345,81,618.09
13302.0,5,1,63.75
13304.0,238,21,300.41999999999996
13305.0,1232,81,2000.8599999999997
13307.0,4,1,15.0
13308.0,840,57,1367.6100000000001
13309.0,1544,107,1456.79
13310.0,575,77,1083.63
13311.0,305,26,598.57
13313.0,851,78,1555.32
13314.0,484,75,578.6600000000001
13316.0,6947,88,5815.49
13317.0,1003,135,2140.07
13318.0,304,20,640.7600000000001
13319.0,4686,500,10664.34
13320.0,1066,110,1491.7
13321.0,372,11,567.36
13322.0,117,25,199.48
13323.0,175,21,787.8499999999999
13324.0,5200,77,7072.799999999998
13325.0,240,12,675.3
13327.0,1588,109,3617.5699999999993
13328.0,680,17,1308.48
13329.0,427,19,740.3999999999999
13330.0,751,53,1140.93
13332.0,179,21,350.9
13334.0,1774,268,3536.8200000000006
13336.0,559,51,795.1200000000001
13338.0,247,24,431.82000000000005
13339.0,326,54,860.12
13340.0,5770,134,10736.48
13341.0,301,42,775.8499999999999
13343.0,126,22,303.93
13344.0,971,119,2543.7200000000007
13345.0,139,22,377.6
13347.0,205,8,341.36
13348.0,136,14,233.76
13349.0,225,16,247.32
13350.0,284,43,910.72
13351.0,117,16,373.94
13352.0,315,27,389.28
13354.0,604,51,743.5300000000001
13355.0,314,32,674.7
13356.0,325,42,768.2400000000001
13357.0,322,90,609.95
13358.0,285,29,439.03000000000003
13359.0,159,24,431.26
13362.0,1379,169,3085.49
13363.0,710,60,992.5
13364.0,0,20,7.105427357601002e-15
13365.0,1238,132,2191.2200000000003
13366.0,144,1,56.160000000000004
13368.0,327,29,623.4
13369.0,127,19,263.75
13370.0,336,44,721.3199999999999
13372.0,159,23,378.63999999999993
13373.0,1651,158,3312.2500000000005
13375.0,441,38,772.9
13376.0,493,53,1019.76
13379.0,601,97,572.56
13381.0,2027,173,3626.81
13382.0,131,15,222.99
13384.0,2415,155,4122.28
13385.0,281,35,534.5699999999999
13388.0,281,36,627.15
13389.0,429,51,797.9599999999999
13390.0,224,13,544.08
13391.0,4,1,59.8
13394.0,2215,164,2312.8
13395.0,336,21,307.71999999999997
13396.0,592,47,1325.29
13397.0,429,39,1539.1799999999998
13398.0,281,26,457.34000000000003
13402.0,479,39,621.2300000000002
13403.0,44,3,75.0
13404.0,111,11,252.49
13405.0,165,27,572.4509999999999
13408.0,16119,501,27487.41
13410.0,513,30,988.9100000000001
13411.0,72,18,213.55
13414.0,1574,24,1390.5
13416.0,142,19,712.5
13417.0,162,28,640.83
13418.0,3839,314,5845.4400000000005
13419.0,275,16,221.06
13420.0,88,10,140.35
13421.0,1180,105,1848.98
13422.0,1321,128,2601.55
13425.0,1123,78,1624.2100000000003
13426.0,2224,159,3550.7
13427.0,545,29,582.6
13428.0,156,74,218.46999999999997
13429.0,1390,67,1006.7999999999998
13430.0,738,54,648.6899999999999
13431.0,672,46,1269.1
13434.0,300,10,534.24
13435.0,2125,103,3794.4900000000002
13436.0,76,12,196.88999999999996
13437.0,1283,167,3408.0600000000004
13439.0,242,54,283.71
13441.0,204,13,296.64000000000004
13447.0,577,62,1104.2300000000002
13448.0,1638,199,3465.6700000000005
13449.0,222,19,291.88000000000005
13450.0,1982,71,2043.72
13451.0,2143,444,2916.45
13452.0,2,2,590.0
13453.0,134,17,356.97999999999996
13455.0,345,53,1007.3499999999999
13456.0,756,65,1737.82
13458.0,5460,394,9537.92
13460.0,286,17,183.44
13461.0,1170,27,1445.0000000000002
13462.0,61,10,143.25
13464.0,403,41,674.6800000000001
13466.0,258,18,297.95000000000005
13467.0,584,99,1083.71
13468.0,2581,306,5656.75
13470.0,100,10,165.0
13471.0,1590,260,2531.58
13473.0,260,22,417.53999999999996
13474.0,132,64,229.59
13475.0,1012,86,1431.7800000000002
13476.0,414,61,1092.77
13477.0,1018,81,1441.5300000000002
13479.0,133,16,291.0
13481.0,1127,112,1776.81
13482.0,116,11,184.64
13483.0,160,10,140.34
13484.0,44,8,313.8
13485.0,277,23,454.24
13486.0,669,69,1122.4099999999999
13487.0,265,34,575.4000000000001
13488.0,4512,427,8910.61
13489.0,560,14,449.52
13491.0,903,86,1215.8199999999997
13492.0,408,50,1269.84
13493.0,380,8,618.63
13494.0,162,18,316.26000000000005
13495.0,814,52,1990.12
13496.0,329,36,617.93
13497.0,159,20,321.04999999999995
13499.0,1358,45,1146.96
13500.0,585,67,1136.77
13501.0,557,53,1310.47
13502.0,264,18,291.99999999999994
13503.0,248,17,216.85000000000002
13504.0,178,22,295.93000000000006
13505.0,2461,227,4282.880000000001
13506.0,321,29,452.82
13507.0,1597,162,2479.16
13508.0,24,12,110.97000000000003
13509.0,1106,44,979.72
13510.0,1382,117,1785.1599999999999
13512.0,143,15,251.20999999999998
13513.0,109,10,205.09999999999997
13514.0,40,4,152.20000000000002
13515.0,681,59,891.12
13516.0,985,44,1389.4100000000003
13517.0,1360,143,2109.0699999999997
13518.0,392,38,659.4399999999998
13519.0,22,9,110.8
13520.0,1642,95,3487.7499999999995
13521.0,736,436,1093.65
13522.0,44,5,125.80000000000001
13523.0,1745,177,3755.38
13524.0,324,27,680.1800000000001
13525.0,394,6,628.78
13527.0,1673,224,2263.76
13529.0,74,15,307.76
13531.0,174,22,483.80000000000007
13532.0,129,66,210.30999999999995
13533.0,204,76,270.79
13534.0,2876,342,5613.08
13536.0,2136,179,3448.29
13538.0,175,25,1280.8500000000001
13539.0,314,38,605.84
13544.0,127,87,291.40999999999997
