InvoiceDate,CustomerID,Quantity,InvoiceNo,TotalPurchase
2010-01-12 16:52:00,13065.0,74,14,205.85999999999999
2010-01-12 16:57:00,14606.0,81,34,159.26
2010-01-12 16:58:00,14606.0,12,6,39.059999999999995
2010-01-12 17:15:00,16835.0,19,5,81.75
2010-01-12 17:22:00,15235.0,34,5,79.5
2010-01-12 17:24:00,13576.0,108,11,349.15
2010-01-12 17:35:00,18011.0,71,28,102.79
2010-02-12 07:48:00,13090.0,76,4,160.6
2010-02-12 07:49:00,15694.0,80,6,306.4
2010-02-12 08:32:00,17850.0,56,12,251.62
2010-02-12 08:33:00,17850.0,12,2,22.200000000000003
2010-02-12 08:34:00,17850.0,64,12,163.76000000000002
2010-02-12 08:40:00,17850.0,12,2,22.200000000000003
2010-02-12 08:43:00,14741.0,114,9,184.5
2010-02-12 08:52:00,13715.0,107,15,272.65
2010-02-12 09:10:00,14092.0,-2,1,-5.9
2010-02-12 09:29:00,17732.0,93,18,303.96999999999997
2010-02-12 09:37:00,12855.0,30,3,38.1
2010-02-12 09:41:00,17850.0,88,16,244.45999999999998
2010-02-12 09:42:00,17850.0,12,2,22.200000000000003
2010-02-12 09:43:00,15752.0,153,14,259.65
2010-02-12 09:44:00,17850.0,94,17,228.95999999999998
2010-02-12 09:44:00,17855.0,197,17,208.97
2010-02-12 10:09:00,14047.0,108,12,286.92
2010-02-12 10:10:00,17925.0,72,1,244.08
2010-02-12 10:17:00,13941.0,644,11,1095.12
2010-02-12 10:17:00,17017.0,600,21,780.12
2010-02-12 10:18:00,17017.0,48,2,97.19999999999999
2010-02-12 10:27:00,14135.0,741,23,485.25
2010-02-12 10:35:00,13108.0,298,10,350.05999999999995
2010-02-12 10:37:00,12471.0,-2,1,-17.0
2010-02-12 10:39:00,15601.0,666,48,768.3800000000001
2010-02-12 10:45:00,13418.0,228,22,610.64
2010-02-12 10:46:00,13418.0,6,1,12.600000000000001
2010-02-12 10:46:00,14766.0,-2,1,-29.9
2010-02-12 10:53:00,15658.0,64,14,306.2
2010-02-12 10:54:00,17850.0,86,16,230.55999999999997
2010-02-12 10:55:00,17850.0,12,2,22.200000000000003
2010-02-12 10:56:00,17850.0,88,16,244.45999999999998
2010-02-12 10:58:00,17850.0,12,2,22.200000000000003
2010-02-12 11:02:00,14388.0,170,21,312.79999999999995
2010-02-12 11:20:00,14901.0,105,18,204.15
2010-02-12 11:21:00,18041.0,159,14,193.78
2010-02-12 11:22:00,15955.0,246,20,572.38
2010-02-12 11:23:00,15070.0,36,1,106.2
2010-02-12 11:35:00,18041.0,165,67,235.15999999999997
2010-02-12 11:41:00,16244.0,619,63,1056.6299999999999
2010-02-12 11:45:00,15111.0,106,16,288.5
2010-02-12 11:46:00,12748.0,1,1,4.25
2010-02-12 11:56:00,14390.0,-1,1,-5.95
2010-02-12 11:57:00,14390.0,74,27,223.7
2010-02-12 12:07:00,16546.0,156,6,299.40000000000003
2010-02-12 12:09:00,15260.0,254,17,420.5
2010-02-12 12:10:00,13305.0,132,5,136.2
2010-02-12 12:10:00,14491.0,40,4,127.2
2010-02-12 12:11:00,14060.0,504,8,339.84
2010-02-12 12:16:00,15923.0,122,21,127.08000000000001
2010-02-12 12:18:00,16752.0,54,9,207.5
2010-02-12 12:22:00,17287.0,46,13,113.91999999999999
2010-02-12 12:23:00,17850.0,108,17,380.46000000000004
2010-02-12 12:24:00,17850.0,12,2,22.200000000000003
2010-02-12 12:25:00,17850.0,92,17,331.26
2010-02-12 12:26:00,17850.0,12,2,22.200000000000003
2010-02-12 12:28:00,15363.0,144,16,326.0
2010-02-12 12:33:00,12915.0,41,13,199.64999999999998
2010-02-12 12:47:00,15544.0,274,26,354.53999999999996
2010-02-12 12:50:00,15738.0,255,14,329.65000000000003
2010-02-12 12:50:00,16042.0,-5,2,-24.95
2010-02-12 12:58:00,17381.0,128,1,211.2
2010-02-12 12:59:00,17381.0,1296,5,824.88
2010-02-12 13:05:00,15922.0,-2,1,-5.9
2010-02-12 13:06:00,15827.0,42,7,98.18000000000002
2010-02-12 13:08:00,14180.0,31,12,201.75
2010-02-12 13:08:00,15827.0,67,7,92.75000000000001
2010-02-12 13:11:00,13117.0,130,15,202.11999999999998
2010-02-12 13:14:00,16916.0,103,50,198.07999999999998
2010-02-12 13:32:00,17964.0,195,35,261.76
2010-02-12 13:36:00,14466.0,137,10,379.74999999999994
2010-02-12 13:38:00,17235.0,126,10,341.9
2010-02-12 13:39:00,16510.0,92,13,248.10000000000002
2010-02-12 13:44:00,17802.0,75,12,100.19999999999999
2010-02-12 13:45:00,15107.0,26,5,116.0
2010-02-12 13:49:00,17976.0,106,65,353.19000000000005
2010-02-12 14:04:00,17850.0,118,19,434.8
2010-02-12 14:05:00,17850.0,12,2,22.200000000000003
2010-02-12 14:06:00,17850.0,104,19,390.65999999999997
2010-02-12 14:07:00,17850.0,12,2,22.200000000000003
2010-02-12 14:09:00,14449.0,142,50,210.24
2010-02-12 14:23:00,15838.0,-9360,1,-280.8
2010-02-12 14:25:00,13767.0,-1,1,-2.1
2010-02-12 14:26:00,16781.0,113,17,311.25
2010-02-12 14:29:00,17547.0,-4,2,-11.8
2010-02-12 14:30:00,13491.0,36,7,98.9
2010-02-12 14:40:00,16186.0,231,20,307.68000000000006
2010-02-12 14:42:00,17685.0,331,12,452.52
2010-02-12 14:47:00,17581.0,375,31,668.4
2010-02-12 14:49:00,17581.0,66,7,118.38
2010-02-12 15:00:00,15732.0,97,5,138.1
2010-02-12 15:03:00,13138.0,125,14,193.23000000000002
2010-02-12 15:08:00,15823.0,1,1,15.0
2010-02-12 15:14:00,17460.0,24,1,50.400000000000006
2010-02-12 15:18:00,17567.0,244,27,517.9499999999999
2010-02-12 15:19:00,15061.0,2909,38,4076.48
2010-02-12 15:20:00,15061.0,1330,25,2170.9
2010-02-12 15:22:00,15061.0,1008,6,2730.96
2010-02-12 15:23:00,15061.0,144,2,324.0
2010-02-12 15:24:00,17850.0,76,13,192.46
2010-02-12 15:25:00,15061.0,60,1,75.0
2010-02-12 15:25:00,17850.0,12,2,22.200000000000003
2010-02-12 15:26:00,17850.0,141,17,532.01
2010-02-12 15:27:00,17850.0,24,2,44.400000000000006
2010-02-12 15:28:00,15061.0,24,1,30.0
2010-02-12 15:39:00,16203.0,70,11,170.7
2010-02-12 15:40:00,13767.0,96,4,322.79999999999995
2010-02-12 15:40:00,15640.0,180,7,333.7199999999999
2010-02-12 15:46:00,15574.0,176,121,375.65
2010-02-12 15:49:00,16770.0,56,6,130.8
2010-02-12 15:55:00,17838.0,472,31,717.1600000000002
2010-02-12 16:00:00,17228.0,122,18,183.3
2010-02-12 16:12:00,14829.0,190,19,236.96999999999997
2010-02-12 16:29:00,17412.0,50,8,197.3
2010-02-12 16:33:00,14911.0,6,1,22.5
2010-02-12 16:34:00,14031.0,531,25,1714.25
2010-02-12 16:38:00,14775.0,384,20,406.55999999999995
2010-02-12 16:42:00,12971.0,84,5,45.120000000000005
2010-02-12 16:45:00,15834.0,-3,2,-23.849999999999998
2010-02-12 16:46:00,17659.0,64,12,247.8
2010-02-12 16:48:00,15299.0,1824,1,1003.2
2010-02-12 16:50:00,15299.0,204,1,303.96
2010-02-12 16:51:00,15299.0,69,1,527.85
2010-02-12 16:58:00,16546.0,-852,6,-883.08
2010-02-12 16:59:00,15646.0,230,17,189.8
2010-02-12 17:03:00,13958.0,-23,5,-102.45
2010-02-12 17:05:00,14443.0,-2,2,-1.67
2010-02-12 17:06:00,14443.0,-2,1,-13.9
2010-02-12 17:08:00,14156.0,-2,2,-7.5
2010-02-12 17:09:00,16995.0,-1,1,-1.25
2010-02-12 17:12:00,13402.0,190,17,308.28
2010-02-12 17:14:00,18168.0,-4,4,-16.95
2010-02-12 17:17:00,17757.0,80,23,143.45
2010-02-12 17:19:00,14625.0,-3,2,-37.65
2010-02-12 17:22:00,13011.0,13,3,50.550000000000004
2010-02-12 17:24:00,13798.0,160,1,408.0
2010-02-12 17:27:00,15384.0,-3,2,-6.65
2010-02-12 17:30:00,17924.0,-5,2,-23.25
2010-02-12 17:31:00,13408.0,-3,1,-20.85
2010-02-12 17:35:00,14264.0,-4,2,-14.5
2010-02-12 17:36:00,13295.0,-1,1,-3.25
2010-02-12 17:38:00,16754.0,4280,2,2002.4
2010-02-12 17:40:00,16029.0,260,4,569.4
2010-02-12 17:41:00,16634.0,64,8,164.8
2010-02-12 17:48:00,18239.0,208,29,438.09999999999997
2010-02-12 17:51:00,14576.0,12,1,35.400000000000006
2010-02-12 18:06:00,13145.0,1,1,295.0
2010-02-12 18:08:00,18168.0,133,27,263.29999999999995
2010-02-12 18:15:00,14395.0,174,27,308.67999999999995
2010-02-12 18:23:00,14865.0,96,3,37.2
2010-02-12 18:25:00,15093.0,879,16,623.73
2010-02-12 18:27:00,12738.0,148,11,155.35
2010-02-12 18:27:00,16150.0,174,22,393.41999999999996
2010-02-12 18:45:00,17552.0,130,11,263.62
2010-02-12 18:46:00,17552.0,14,2,34.9
2010-02-12 18:49:00,14236.0,38,3,189.3
2010-02-12 19:18:00,17961.0,45,29,127.55000000000001
2010-02-12 19:59:00,14573.0,134,76,413.09999999999997
2010-03-12 09:31:00,17135.0,222,9,215.58
2010-03-12 09:39:00,13408.0,280,3,534.0
2010-03-12 09:45:00,17396.0,106,3,397.5
2010-03-12 09:47:00,14213.0,-244,5,-1192.2000000000003
2010-03-12 09:49:00,12967.0,360,15,1368.4
2010-03-12 09:51:00,12686.0,107,7,89.14
2010-03-12 10:07:00,14679.0,-1,1,-2.55
2010-03-12 10:09:00,15240.0,-3,3,-5.45
2010-03-12 10:11:00,18225.0,-4,1,-31.8
2010-03-12 10:26:00,13370.0,343,39,754.8700000000001
2010-03-12 10:33:00,16883.0,54,17,128.02999999999997
2010-03-12 10:36:00,13520.0,110,6,303.4
2010-03-12 10:43:00,12841.0,186,24,294.25
2010-03-12 10:43:00,16905.0,108,10,254.39999999999998
2010-03-12 10:44:00,12427.0,79,10,303.5
2010-03-12 11:19:00,17967.0,80,48,123.07
2010-03-12 11:35:00,16891.0,92,69,232.26
2010-03-12 11:42:00,14589.0,5,3,39.75
2010-03-12 11:48:00,14156.0,1548,3,322.2
2010-03-12 12:05:00,14680.0,464,14,1680.8799999999999
2010-03-12 12:11:00,17884.0,170,28,187.51000000000002
2010-03-12 12:20:00,12557.0,400,5,620.0
2010-03-12 12:24:00,14083.0,179,66,309.53999999999996
2010-03-12 12:28:00,13013.0,363,29,841.9399999999999
2010-03-12 12:29:00,13013.0,439,38,686.4
2010-03-12 12:41:00,17809.0,100,1,425.0
2010-03-12 12:43:00,14210.0,93,15,304.95
2010-03-12 12:43:00,17809.0,234,13,791.7000000000002
2010-03-12 12:48:00,16477.0,125,14,225.65
2010-03-12 12:57:00,12600.0,31,2,76.5
2010-03-12 13:09:00,16013.0,168,2,534.0
2010-03-12 13:10:00,16013.0,192,1,528.0
2010-03-12 13:12:00,17949.0,120,1,1314.0
2010-03-12 13:40:00,12779.0,140,8,248.15999999999997
2010-03-12 13:42:00,16926.0,35,14,230.25000000000003
2010-03-12 13:43:00,17787.0,356,31,736.28
2010-03-12 13:59:00,12682.0,132,16,336.24
2010-03-12 14:04:00,14911.0,827,71,1705.6500000000003
2010-03-12 14:18:00,14723.0,76,19,149.79999999999998
2010-03-12 14:18:00,17954.0,60,14,108.78
2010-03-12 14:19:00,17954.0,-1,1,-9.95
2010-03-12 14:23:00,17841.0,-2,2,-5.7
2010-03-12 14:26:00,14723.0,39,24,101.13999999999999
2010-03-12 14:26:00,17819.0,239,12,591.4699999999999
2010-03-12 14:30:00,12712.0,60,9,175.53
2010-03-12 14:35:00,17841.0,136,29,339.5399999999999
2010-03-12 14:40:00,15373.0,42,11,334.3
2010-03-12 14:40:00,16140.0,104,7,124.14
2010-03-12 14:54:00,17198.0,124,53,272.01
2010-03-12 15:05:00,17238.0,100,38,254.39
2010-03-12 15:10:00,17238.0,26,22,115.7
2010-03-12 15:14:00,12793.0,65,7,131.8
2010-03-12 15:16:00,15769.0,36,1,91.8
2010-03-12 15:19:00,14396.0,39,34,110.35000000000001
2010-03-12 15:25:00,14898.0,18,3,98.50000000000001
2010-03-12 15:45:00,12725.0,164,24,427.8
2010-03-12 16:02:00,16725.0,64,25,122.15
2010-03-12 16:21:00,13941.0,-36,1,-75.60000000000001
2010-03-12 16:35:00,12395.0,528,12,346.09999999999997
2010-03-12 16:44:00,16455.0,142,13,246.3
2010-03-12 16:45:00,16455.0,108,6,135.0
2010-03-12 17:20:00,13081.0,1338,73,2355.1800000000003
2010-03-12 17:21:00,13081.0,8,1,11.6
2010-03-12 17:28:00,15545.0,75,31,135.32999999999998
2010-05-12 10:03:00,17243.0,92,11,256.9
2010-05-12 10:12:00,15465.0,125,7,535.75
2010-05-12 10:25:00,15708.0,-3,3,-8.32
2010-05-12 10:27:00,13089.0,192,2,734.3999999999999
2010-05-12 10:36:00,16033.0,52,26,155.63999999999996
2010-05-12 10:45:00,13838.0,83,52,238.10999999999996
2010-05-12 10:48:00,15351.0,-7,2,-13.389999999999999
2010-05-12 10:52:00,18055.0,93,19,431.45
2010-05-12 10:54:00,15038.0,46,35,126.43
2010-05-12 10:58:00,18109.0,55,14,277.45
2010-05-12 11:02:00,13069.0,181,41,326.6
2010-05-12 11:03:00,13069.0,2,2,5.9
2010-05-12 11:04:00,16241.0,97,14,277.65
2010-05-12 11:10:00,14800.0,437,51,555.84
2010-05-12 11:12:00,15708.0,158,42,350.67999999999995
2010-05-12 11:15:00,16839.0,232,5,552.24
2010-05-12 11:38:00,16168.0,124,3,275.8
2010-05-12 11:40:00,16931.0,82,41,152.04999999999998
2010-05-12 11:45:00,16814.0,107,15,273.28999999999996
2010-05-12 11:49:00,15351.0,129,51,274.67
2010-05-12 11:51:00,13269.0,197,12,351.43000000000006
2010-05-12 11:54:00,14813.0,59,24,127.98
2010-05-12 11:57:00,12567.0,611,63,1526.92
2010-05-12 11:57:00,14813.0,8,6,27.45
2010-05-12 11:59:00,17062.0,163,26,179.64
2010-05-12 12:00:00,15332.0,442,25,1145.06
2010-05-12 12:01:00,15332.0,168,8,438.0
2010-05-12 12:02:00,15332.0,12,1,15.0
2010-05-12 12:08:00,14810.0,84,23,180.44000000000003
2010-05-12 12:09:00,16353.0,48,1,204.0
2010-05-12 12:13:00,13831.0,160,2,408.0
2010-05-12 12:13:00,18118.0,212,118,475.86
2010-05-12 12:15:00,12841.0,135,23,211.74
2010-05-12 12:15:00,13506.0,232,17,301.11999999999995
2010-05-12 12:23:00,17796.0,28,19,114.65
2010-05-12 12:26:00,15716.0,435,38,547.0999999999999
2010-05-12 12:29:00,15221.0,-18,6,-289.15
2010-05-12 12:29:00,18156.0,73,55,206.23
2010-05-12 12:34:00,16983.0,107,9,163.49
2010-05-12 12:35:00,17059.0,471,117,722.3599999999999
2010-05-12 12:42:00,12748.0,152,37,273.76
2010-05-12 12:43:00,16327.0,392,66,535.6
2010-05-12 12:44:00,17211.0,204,33,273.29999999999995
2010-05-12 12:47:00,17026.0,25,3,33.15
2010-05-12 12:53:00,12748.0,54,39,70.41999999999999
2010-05-12 12:57:00,12748.0,16,15,41.45
2010-05-12 12:57:00,15570.0,165,44,517.65
2010-05-12 12:58:00,12748.0,-1,1,-7.95
2010-05-12 13:00:00,15880.0,211,105,343.28
2010-05-12 13:03:00,16718.0,413,45,623.7500000000001
2010-05-12 13:05:00,12748.0,66,33,75.64000000000001
2010-05-12 13:05:00,15808.0,355,64,1021.45
2010-05-12 13:08:00,17858.0,87,19,251.25
2010-05-12 13:09:00,15880.0,-24,1,-30.0
2010-05-12 13:10:00,16393.0,86,10,184.79999999999998
2010-05-12 13:17:00,14527.0,60,28,292.95
2010-05-12 13:18:00,14161.0,128,26,283.15
2010-05-12 13:21:00,14527.0,-1,1,-29.29
2010-05-12 13:21:00,17863.0,276,21,384.72
2010-05-12 13:26:00,16411.0,70,21,131.5
2010-05-12 13:29:00,13767.0,284,13,806.2800000000002
2010-05-12 13:42:00,16402.0,105,57,211.8
2010-05-12 13:49:00,15023.0,232,37,460.5999999999999
2010-05-12 13:53:00,17402.0,80,1,271.2
2010-05-12 13:55:00,15311.0,310,33,650.64
2010-05-12 13:55:00,15426.0,159,86,411.41999999999996
2010-05-12 14:02:00,12647.0,80,17,286.49999999999994
2010-05-12 14:03:00,12647.0,11,2,85.5
2010-05-12 14:06:00,15894.0,115,38,156.73999999999995
2010-05-12 14:17:00,15867.0,47,29,112.9
2010-05-12 14:19:00,12472.0,972,70,1631.3
2010-05-12 14:25:00,14506.0,112,50,269.7
2010-05-12 14:44:00,14606.0,-2,2,-12.899999999999999
2010-05-12 14:45:00,15555.0,293,32,198.43
2010-05-12 14:52:00,13034.0,116,11,165.85999999999999
2010-05-12 15:02:00,15235.0,25,4,85.55000000000001
2010-05-12 15:06:00,17402.0,40,23,188.77
2010-05-12 15:12:00,14606.0,83,42,192.68
2010-05-12 15:12:00,15889.0,149,66,297.91999999999996
2010-05-12 15:15:00,15953.0,101,16,209.83999999999997
2010-05-12 15:18:00,16143.0,145,16,355.75
2010-05-12 15:21:00,12720.0,299,30,473.39
2010-05-12 15:26:00,12748.0,7,6,8.649999999999999
2010-05-12 15:35:00,16422.0,2048,13,1668.2
2010-05-12 15:38:00,12747.0,108,7,358.55999999999995
2010-05-12 15:40:00,15502.0,256,22,736.6999999999998
2010-05-12 15:46:00,12763.0,196,16,320.08000000000004
2010-05-12 15:47:00,14081.0,252,69,423.5199999999999
2010-05-12 15:54:00,17965.0,14,7,37.35
2010-05-12 16:00:00,14404.0,57,26,133.48
2010-05-12 16:10:00,13579.0,46,9,164.70000000000002
2010-05-12 16:24:00,13174.0,700,169,1415.97
2010-05-12 16:41:00,12748.0,316,64,496.48
2010-06-12 08:34:00,15987.0,86,9,113.47999999999999
2010-06-12 08:42:00,17677.0,700,20,922.4
2010-06-12 08:43:00,17677.0,12,1,25.200000000000003
2010-06-12 08:44:00,17677.0,12,1,17.4
2010-06-12 09:21:00,13652.0,112,18,308.8
2010-06-12 09:31:00,12586.0,-2,1,-17.0
2010-06-12 09:37:00,17428.0,148,9,353.00000000000006
2010-06-12 09:40:00,16161.0,-20,1,-39.0
2010-06-12 09:45:00,17381.0,1464,5,2567.64
2010-06-12 09:52:00,16858.0,91,10,375.69000000000005
2010-06-12 10:03:00,16161.0,88,15,164.2
2010-06-12 10:05:00,18219.0,67,13,210.19
2010-06-12 10:18:00,14293.0,172,15,364.91999999999996
2010-06-12 10:19:00,14748.0,282,29,412.22
2010-06-12 10:19:00,16638.0,24,2,50.400000000000006
2010-06-12 10:20:00,17674.0,349,11,300.66
2010-06-12 10:24:00,14748.0,48,3,58.2
2010-06-12 10:27:00,12808.0,53,7,129.4
2010-06-12 10:34:00,13094.0,192,3,223.68
2010-06-12 10:36:00,15899.0,39,4,56.25
2010-06-12 10:38:00,16955.0,20,1,33.0
2010-06-12 10:43:00,12708.0,89,14,196.44
2010-06-12 11:01:00,15898.0,210,59,382.69
2010-06-12 11:03:00,14443.0,163,20,303.5
2010-06-12 11:06:00,16210.0,796,11,2263.7999999999997
2010-06-12 11:10:00,17691.0,58,9,142.5
2010-06-12 11:16:00,17227.0,92,10,142.25
2010-06-12 11:26:00,15039.0,266,56,611.51
2010-06-12 11:26:00,15919.0,242,49,270.72
2010-06-12 11:37:00,13497.0,54,9,153.5
2010-06-12 11:38:00,15860.0,72,15,102.66
2010-06-12 11:42:00,13497.0,-4,1,-27.0
2010-06-12 11:42:00,14189.0,254,9,311.24
2010-06-12 11:42:00,15304.0,21,5,123.15
2010-06-12 11:47:00,14867.0,-1,1,-8.95
2010-06-12 11:58:00,14344.0,120,12,322.8
2010-06-12 12:00:00,12474.0,-4,1,-34.0
2010-06-12 12:06:00,16719.0,146,44,430.72999999999996
2010-06-12 12:15:00,15048.0,32,23,98.70000000000002
2010-06-12 12:21:00,15301.0,503,34,673.37
2010-06-12 12:23:00,12748.0,85,38,133.07
2010-06-12 12:23:00,14708.0,350,12,419.05999999999995
2010-06-12 12:23:00,16898.0,98,32,116.07999999999998
2010-06-12 12:30:00,14825.0,72,10,184.10000000000002
2010-06-12 12:31:00,18113.0,72,1,76.32000000000001
2010-06-12 12:34:00,17596.0,530,60,392.62
2010-06-12 12:38:00,15078.0,201,21,449.95
2010-06-12 12:39:00,14085.0,106,12,308.05
2010-06-12 12:39:00,15078.0,12,1,25.200000000000003
2010-06-12 12:40:00,14911.0,135,15,377.50000000000006
2010-06-12 12:41:00,17860.0,104,58,252.8
2010-06-12 12:44:00,13155.0,168,52,379.69999999999993
2010-06-12 12:47:00,15028.0,119,14,185.97
2010-06-12 12:52:00,16919.0,73,22,198.35000000000002
2010-06-12 12:55:00,14487.0,-1,1,-12.75
2010-06-12 12:55:00,17019.0,223,49,358.82
2010-06-12 12:55:00,17259.0,275,87,381.64
2010-06-12 12:59:00,16722.0,278,16,480.68
2010-06-12 13:01:00,15882.0,116,14,270.52
2010-06-12 13:06:00,14911.0,476,20,784.15
2010-06-12 13:12:00,15882.0,38,3,79.80000000000001
2010-06-12 13:13:00,14667.0,372,24,511.56
